videoId	channdelId	title	description	publishedAt	channelTitle	rank	depth	relatedVideos
NoF4z8mpcTs	UCnrvUg5MJWPDSrv_voT7AqA	Sie haben einfach alles verloren... #1841 | Kln 50667	2020-04-09T17:00:08.000Z	Kln 50667	0	0
XGw-GoEp014	UCnrvUg5MJWPDSrv_voT7AqA	Werden die beiden es Oskar sagen??  #1840 | Kln 50667	2020-04-08T11:14:36.000Z	Kln 50667	0	1
NoF4z8mpcTs	UCnrvUg5MJWPDSrv_voT7AqA	Sie haben einfach alles verloren... #1841 | Kln 50667	2020-04-09T14:08:26.000Z	Kln 50667	0	2
XGw-GoEp014	UCnrvUg5MJWPDSrv_voT7AqA	Werden die beiden es Oskar sagen??  #1840 | Kln 50667	2020-04-08T11:14:36.000Z	Kln 50667	0	3
